SITE_HISTORY_PK,SH_SITE_ID,SH_BASIN,SH_LOCATION,SH_RIVMILE,SH_OLD_SITE_ID,SH_PREV_NAME,SH_STATION,SH_OLD_RIBS_ID,SH_DESC,SH_CITY_TOWN,SH_LATITUDE,SH_LONGITUDE,SH_COUNTY,SH_FIPS_CDE,SH_NAME,SH_HUC_8,SH_NHD_REACHCODE,SH_NHD_M_VALUE,SH_WQ_STANDARD,SH_DEC_REGION,SH_PWL_ID,SH_WIN,SH_HABITAT_TYPE,SH_SITE_CONDITION,SH_DRAINAGE,SH_NED10_ELEV,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
,13-SUGL-1.4,13,SUGL,1.4,3408,WOH-14,1.4,,off sugarloaf rd.,Neversink,41.880170,-74.508770,Sullivan,105,Sugarloaf Brook,02020007,,,B(TS),3,1306-0026,H-139-14 (portion 6),,,,326.2798,,,,
,13-SWAK-1.7,13,SWAK,1.7,,,,,,Esopus,41.832418,-74.031690,Ulster,111,Swarte Kill,02020007,02020007003159,,B,3,1306-0039,H-139-13- 2,,,,80.84879,,,,
,13-TACK-5.0,13,TACK,5.0,1856,,01,,5 m above cr 21 bridge.,Nassau,42.560280,-73.500830,Rensselaer,083,Tackawasick Creek,02020006,,,C(T),4,1310-0036,H-204- 2-18,,,,240.5329,,,,
,13-TAGH-6.1,13,TAGH,6.1,1846,TAGH-02(prior to 2012),03,,50 m above water street rd. bridge.,Livingston,42.160000,-73.736100,Columbia,021,Taghkanic Creek,02020006,,,C(T),4,1310-0015,H-204- 3- 8,,,,69.48936,,,,
,13-TAGH-9.4,13,TAGH,9.4,3927,,02,,50 meters east off old rte 82 at coordinates 42.125504 / -73.722734.,Taghkanic,42.125539,-73.721999,Columbia,021,Taghkanic Creek,02020006,,,C(T),4,1310-0015,H-204- 3- 8,,,,91.99133,,,,
,13-TAGH-12.5,13,TAGH,12.5,1843,,01,,100 m above new forge rd. bridge.,Taghkanic,42.108060,-73.679160,Columbia,021,Taghkanic Creek,02020006,,,C(T),4,1310-0015,H-204- 3- 8,,,,133.087,,,,
,13-THOP-0.1,13,THOP,0.1,2641,,01,,100 m below rte 67a.,Durham,42.368030,-74.082580,Greene,039,Thorp Creek,02020006,,,C(TS),4,1309-0029,H-193-33,,,,134.8286,,,,
,13-TICU-0.2,13,TICU,0.2,1344,TICU 02 (prior 2014),02,,100 m above rte 116 bridge.,North Salem,41.326940,-73.655270,Westchester,119,Titicus River Outlet,02030101,,,A(T),3,1302-0034,H- 31-P44-26,,,,64.08701,,,,
,13-TICU-4.1,13,TICU,4.1,1346,TICU 01 (prior 2014),01,,10 m above june rd. bridge.,North Salem,41.325830,-73.590280,Westchester,119,Titicus River,02030101,,,C(TS),3,1302-0135,H- 31-P44-26/P103-,,,,103.7226,,,,
,13-TICU-6.5,13,TICU,6.5,1345,STJO-01 (pre-2017),6.5,,st. johns church rd.,North Salem,41.334800,-73.558100,Westchester,119,Titicus River,02030101,,,C(TS),3,1302-0135,H- 31-P44-26/P103-,,,,145.3233,,,,
,13-TINW-0.5,13,TINW,0.5,,,,,at ulster ave./rte 208 bridge.,Montgomery,41.573251,-74.183530,Orange,071,Tin Brook,02020007,02020007000301,,A,3,1306-0068,H-139-13-33,,,,88.45267,,,,
,13-TINW-1.6,13,TINW,1.6,1771,,01,13063302,20 m above rte 52 bridge.,Montgomery,41.561110,-74.183330,Orange,071,Tin Brook,02020007,,,A,3,1306-0068,H-139-13-33,,,,104.4374,,,,
,13-TIOR-1.5,13,TIOR,1.5,1816,,01,,30 m above rte 210 bridge at cedar flats rd.,Stony Point,41.237780,-74.021940,Rockland,087,Lake Tiorati Brook,02030101,,,C,3,1301-0062,H- 43,,,,64.01801,,,,
,13-TMIL-1.0,13,TMIL,1.0,973,,04,,40 m above saybrook valley rd. bridge.,Durham,42.414720,-74.129990,Greene,039,Tenmile Creek,02020006,,,C(TS),4,1309-0030,H-193-41,,,,189.9266,,,,
,13-TMIL-3.0,13,TMIL,3.0,972,TENC-01(2007),03,,30 m below rt. 351 bridge.,Rensselaerville,42.436390,-74.133050,Albany,001,Tenmile Creek,02020006,,,C(TS),4,1309-0030,H-193-41,,,,249.3374,,,,
,13-TMIL-6.0,13,TMIL,6.0,971,,02,,20 m below mccolloch cross rd. bridge.,Rensselaerville,42.475280,-74.131670,Albany,001,Tenmile Creek,02020006,,,C,4,1309-0030,H-193-41,,,,310.2259,,,,
,13-TMIL-9.0,13,TMIL,9.0,970,,01A,,1/2 mi. below bridge; rd. opposite from town park.,Rensselaerville,42.514170,-74.135550,Albany,001,Tenmile Creek,02020006,,,C(T),4,1309-0030,H-193-41,,,,396.1552,,,,
,13-TMIL-9.4,13,TMIL,9.4,969,,01,,150 m above bridge; huyck preserve.,Rensselaerville,42.515280,-74.143320,Albany,001,Tenmile Creek,02020006,,,C(T),4,1309-0030,H-193-41,,,,435.4582,,,,
,13-TONE-0.4,13,TONE,0.4,1003,,01,,county rte. 56. 100 m below rte. 6.,Southeast,41.396110,-73.619720,Putnam,079,Tonetta Brook,02030101,,,A,3,1302-0055,H- 31-P44-24 (portion 3),,,,124.5369,,,,
,13-TRAV-2.7,13,TRAV,2.7,42675103,,2.7,,200 m upstream of bradkin rd.,Shandaken,42.011792,-74.303649,Ulster,111,Traver Hollow Brook,02020006,,,B(TS),3,1307-0007,H-171 (portion 4),High gradient- hard bottom,Reference,3,333.7108,,,,
,13-TWLF-1.3,13,TWLF,1.3,1821,,01,,5 m above van wagner rd. bridge.,Lloyd,41.717500,-73.967210,Ulster,111,Twaaleskill Creek,02020008,,,C,3,1301-0199,H-116,,,,78.44125,,,,
,13-UBOG-0.1,13,UBOG,0.1,3930,,01,,at rte 312 bridge.,Southeast,41.429195,-73.584752,Putnam,079,Unnamed Tributary To Bog Brook Reservoir,02030101,,,C(T),3,1302-0126,H- 31-P44-24- 9-P86-,,,,128.5499,,,,
,13-USOP-1.3,13,USOP,1.3,1042,USOP-06 (pre-2017),06,,10 m above rt. 28a bridge.,Olive,42.003890,-74.268230,Ulster,111,Upper Esopus Creek,02020006,,,A(TS),3,1307-0007,H-171 (portion 4),,,,183.102,,,,
,13-USOP-4.6,13,USOP,4.6,1041,USOP-05 (pre-2017),05,,200 m above confluence with beaver kill.,Shandaken,42.046670,-74.280090,Ulster,111,Upper Esopus Creek,02020006,,,A(TS),3,1307-0007,H-171 (portion 4),,,,207.4021,,,,
,13-USOP-6.7,13,USOP,6.7,2814,USOP-04B (pre-2017),04B,,off of cr 40.,Shandaken,42.065970,-74.306820,Ulster,111,Upper Esopus Creek,02020006,,,A(TS),3,1307-0007,H-171 (portion 4),,,,225.3039,,,,
,13-USOP-8.2,13,USOP,8.2,2813,USOP-04A (pre-2017),04A,,at bridge st.,Shandaken,42.082160,-74.311340,Ulster,111,Upper Esopus Creek,02020006,,,A(TS),3,1307-0007,H-171 (portion 4),,,,237.502,,,,
,13-USOP-10.1,13,USOP,10.1,1040,USOP-04 (pre-2017),04,,dot access off rt. 28.,Shandaken,42.092220,-74.336010,Ulster,111,Upper Esopus Creek,02020006,,,A(TS),3,1307-0007,H-171 (portion 4),,,,268.1018,,,,
,13-USOP-12.2,13,USOP,12.2,3208,USOP-03B (pre-2017),03B,,off rte 28 downstream of portal at island bar us brd.st hollow confl.,Shandaken,42.113410,-74.361850,Ulster,111,Upper Esopus Creek,02020006,,,A(TS),3,1307-0007,H-171 (portion 4),,,,287.5418,,,,
,13-USOP-13.2,13,USOP,13.2,3207,USOP-03A (pre-2017),03A,,esopus creek at allaben. ny (access via station rd. off fox hollow).,Shandaken,42.116940,-74.380550,Ulster,111,Upper Esopus Creek,02020006,,,C(TS),3,1307-0011,H-171 (portion 5),,,,304.6364,,,,
,13-USOP-14.2,13,USOP,14.2,1039,USOP-03 (pre-2017),03,,30 m above rt. 28 bridge.,Shandaken,42.119450,-74.398000,Ulster,111,Upper Esopus Creek,02020006,,,C(TS),3,1307-0011,H-171 (portion 5),,,,317.6308,,,,
,13-USOP-16.9,13,USOP,16.9,1038,USOP-02 (pre-2017),02,,10 m below county rt. 47 bridge.,Shandaken,42.104170,-74.436660,Ulster,111,Upper Esopus Creek,02020006,,,C(TS),3,1307-0011,H-171 (portion 5),,,,353.3413,,,,
,13-USOP-20.7,13,USOP,20.7,1037,USOP-01 (pre-2017),01,,30 m below mckinley hollow rd. bridge.,Shandaken,42.065560,-74.460680,Ulster,111,Upper Esopus Creek,02020006,,,C(TS),3,1307-0011,H-171 (portion 5),,,,432.2332,,,,
,13-USOP-21.5,13,USOP,21.5,3206,USOP-00 (pre-2017),00,,downstream of bridge at the alpine inn in oliverea.,Shandaken,42.054500,-74.457480,Ulster,111,Upper Esopus Creek,02020006,,,C(TS),3,1307-0011,H-171 (portion 5),,,,448.9331,,,,
,13-VDER-2.4,13,VDER,2.4,3287,,01,,at bridge on lake avenue.,Brunswick,42.757000,-73.650000,Rensselaer,083,Vanderhaden Creek,02020003,,,C,4,1301-0272,H-238,,,,127.6993,,,,
,13-VERK-0.5,13,VERK,0.5,1781,,01,,just above ulsterville rd. bridge.,Shawangunk,41.607500,-74.332500,Ulster,111,Verkeerder Kill,02020007,,,A(T),3,1306-0054,H-139-13-19-10,,,,111.653,,,,
,13-VERK-2.9,13,VERK,2.9,42675104,,2.9,,sinsabaugh rd.,Shawangunk,41.628000,-74.331000,Ulster,111,Verkeerder Kill,02020007,,,A(T),3,1306-0054,H-139-13-19-10,High gradient- hard bottom,Reference,29,128.9058,,,,
,13-VLAT-15.4,13,VLAT,15.4,1060,VLAT 04 (pre-2014),01,,mead rd. 30 m below bridge.,Nassau,42.561390,-73.577780,Rensselaer,083,Valatie Kill,02020006,,,C(T),4,1310-0024,H-204- 2- 7,,,,146.6184,,,,
,13-VLAT-15.6,13,VLAT,15.6,,,,13103116,cr 15.,Nassau,42.561110,-73.575000,Rensselaer,083,Valatie Kill,02020006,,,C(T),4,1310-0024,H-204- 2- 7,,,,150.2183,,,,
,13-VLOK-0.2,13,VLOK,0.2,1839,,01,,100 m above rte 9j bridge.,Schodack,42.525000,-73.757490,Rensselaer,083,Vlockie Kill,02020006,,,C,4,1301-0241,H-218,,,,1.749356,,,,
,13-VLOM-0.9,13,VLOM,0.9,1061,VLOM 01 (pre-2014),01,,100 m below rt. 144 bridge.,Bethlehem,42.547780,-73.768880,Albany,001,Vloman Kill,02020006,,,C,4,1301-0239,H-217,,,,5.878455,,,,
,13-VLOM-14.7,13,VLOM,14.7,42673741,VLOM-B (pre-2014),B,,60 m off bluebird way.,New Scotland,42.612528,-73.897138,Albany,001,Vloman Kill,02020006,,,C(T),4,1301-0240,H-217,,,,63.506,,,,
,13-VLOM-14.8,13,VLOM,14.8,42673742,VLOM-C (pre-2014),C,,50 m off bluebird way.,New Scotland,42.612855,-73.898070,Albany,001,Vloman Kill,02020006,,,C(T),4,1301-0240,H-217,,,,68.62808,,,,
,13-VLOM-16.2,13,VLOM,16.2,42673740,VLOM-A (pre-2014),A,,35 m below sr 85.,New Scotland,42.630098,-73.908520,Albany,001,Vloman Kill,02020006,,,C(T),4,1301-0240,H-217,,,,81.62492,,,,
,13-VLY4-0.1,13,VLY4,0.1,1066,VLY4-01(prior to 2013),02,,100 m below covered bridge on priv.rd. off normans kill rd.,New Scotland,42.665830,-73.895000,Albany,001,Vly Creek,02020006,,,C(T),4,1311-0021,H-221- 4- 7,,,,36.63388,,,,
,13-VLY4-2.1,13,VLY4,2.1,3934,VLY4-00(prior to 2013),00,,upstream of state farm rd. (sr 155).,New Scotland,42.655647,-73.917480,Albany,001,Vly Creek,02020006,,,C(TS),4,1311-0021,H-221- 4- 7,,,,91.22456,,,,
,13-VLYK-0.8,13,VLYK,0.8,2651,,01,,10 m below mt. turnpike rd.,Catskill,42.204600,-73.974390,Greene,039,Vly Creek,02020006,,,C(T),4,1309-0016,H-193- 2-18,,,,102.2649,,,,
,13-WALK-0.7,13,WALK,0.7,,,,,sturgeon pool deep hole.,Rosendale,41.847051,-74.043821,Ulster,111,Wallkill River,02020007,02020007006982,,B,3,1306-0037,H-139-13 (portion 1)/P453a,,,,39.657,,,,
,13-WALK-0.8,13,WALK,0.8,,,,,at shoreline of sturgeon pool. closest may be off sr 213.,Esopus,41.847901,-74.037178,Ulster,111,Wallkill River,02020007,02020007006980,,B,3,1306-0037,H-139-13 (portion 1)/P453a,,,,42.54694,,,,
,13-WALK-2.1,13,WALK,2.1,42675105,,2.1,,off sr 213. near dashville.,Rosendale,41.825296,-74.047202,Ulster,111,Wallkill River,02020007,,,B,3,1306-0027,H-139-13 (portion 2),,,,40.65855,,,,
,13-WALK-9.8,13,WALK,9.8,,,,,(multiplate) upstream of new paltz golf course. boat launch upstream of rte 209 at 41.743779 / -74.092916.,Lloyd,41.765737,-74.092973,Ulster,111,Wallkill River,02020007,02020007000058,,B,3,1306-0027,H-139-13 (portion 2),,,,47.4566,,,,
,13-WALK-13.3,13,WALK,13.3,1079,,11,,libertyville rd.(cr 7). 2 mi. above rt. 299 bridge.,New Paltz,41.730040,-74.109888,Ulster,111,Wallkill River,02020007,,,B,3,1306-0027,H-139-13 (portion 2),High gradient- hard bottom,Altered,,55.94683,,,,
,13-WALK-15.0,13,WALK,15.0,3935,,10A,,200 meters east off albany post rd./county rte 7 at coordinates 41.718401 / -74.151538.,Gardiner,41.721240,-74.132787,Ulster,111,Wallkill River,02020007,,,B,3,1306-0040,H-139-13- 3 thru 18,High gradient- hard bottom,Altered,,60.22277,,,,
,13-WALK-18.6,13,WALK,18.6,,,,13062112,at rt 55 bridge.,Gardiner,41.687831,-74.165700,Ulster,111,Wallkill River,02020007,02020007000059,,B,3,1306-0027,H-139-13 (portion 2),,,,54.561,,,,
,13-WALK-19.0,13,WALK,19.0,1078,WALK-10 (pre-2017),10,,lazy river campground-20 m above shawangunk confl.,Gardiner,41.683060,-74.164440,Ulster,111,Wallkill River,02020007,,,B,3,1306-0045,H-139-13-19,High gradient- hard bottom,Altered,,54.56101,,,,
,13-WALK-22.8,13,WALK,22.8,1077,,09,,10 m above bridge.,Shawangunk,41.635000,-74.188890,Ulster,111,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),High gradient- hard bottom,Altered,,67.56767,,,,
,13-WALK-26.9,13,WALK,26.9,42675106,,26.9,,downstream of tin brook. sr 208.,Montgomery,41.576300,-74.190710,Orange,071,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),High gradient- hard bottom,Altered,,72.45,,,,
,13-WALK-27.8,13,WALK,27.8,1076,,08,,50 m below oak st. bridge.,Montgomery,41.564170,-74.193890,Orange,071,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),High gradient- hard bottom,Altered,,91.77429,,,,
,13-WALK-29.9,13,WALK,29.9,42675107,,29.9,,access via park on farm meadow lane.,Montgomery,41.542170,-74.209460,Orange,071,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),High gradient- hard bottom,Altered,,98.46146,,,,
,13-WALK-31.9,13,WALK,31.9,1075,,07,,200 m below rt. 17k bridge.,Montgomery,41.528610,-74.235000,Orange,071,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),,,,97.15,,,,
,13-WALK-33.2,13,WALK,33.2,4021,,07A,,prior to entering village of montgomery.,Montgomery,41.523183,-74.251717,Orange,071,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),,,,103.367,,,,
,13-WALK-35.6,13,WALK,35.6,1074,,06,,20 m below rt. 211 bridge.,Montgomery,41.502500,-74.263340,Orange,071,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),High gradient- hard bottom,Altered,,103.267,,,,
,13-WALK-42.4,13,WALK,42.4,1073,,05,,100 m above scotchtown rd. bridge.,Hamptonburgh,41.449170,-74.333610,Orange,071,Wallkill River,02020007,,,B,3,1306-0038,H-139-13 (portion 3),,,,103.371,,,,
,13-WALK-44.4,13,WALK,44.4,,,,,at midway rd. bridge.,Wallkill,41.438788,-74.365652,Orange,071,Wallkill River,02020007,02020007001533,,B,3,1306-0038,H-139-13 (portion 3),,,,103.371,,,,
,13-WALK-46.6,13,WALK,46.6,1072,WALK-04 (pre-2017),04,,at echo lake rd. bridge.,Goshen,41.412220,-74.378050,Orange,071,Wallkill River,02020007,,,C,3,1306-0017,H-139-13 (portion 4),High gradient- hard bottom,Altered,,109.7092,,,,
,13-WALK-49.7,13,WALK,49.7,1071,,03,,at bridge.,Wawayanda,41.380830,-74.413330,Orange,071,Wallkill River,02020007,,,C,3,1306-0017,H-139-13 (portion 4),,,,109.1013,,,,
,13-WALK-55.4,13,WALK,55.4,1070,,02,,at pine island rd. bridge.,Warwick,41.314720,-74.490280,Orange,071,Wallkill River,02020007,,,C,3,1306-0017,H-139-13 (portion 4),,,,115.8749,,,,
,13-WALK-60.1,13,WALK,60.1,1069,,01,,oil city rd. at usfws wildlife refuge (before 2017. samples were taken 0.4 miles off state line rd. on farm rd.).,Warwick,41.290830,-74.530560,Orange,071,Wallkill River,02020007,,,C,3,1306-0017,H-139-13 (portion 4),,,,115.6,,,,
,13-WALK_T13-1.3,13,WALK_T13,1.3,42675108,,1.3,,at north chestnut st.,New Paltz,41.754890,-74.083680,Ulster,111,Unnamed Tributary To Wallkill River,02020007,,,C,3,1306-0040,H-139-13- 3 thru 18,High gradient- hard bottom,Altered,6,60.557,,,,
,13-WALK_T25-1.5,13,WALK_T25,1.5,42674380,,12,,off mckendrick rd.,Shawangunk,41.632100,-74.163490,Ulster,111,Unnamed Tributary To Wallkill River,02020007,,,C,3,1306-0061,H-139-13-20 thru 53,,,,102.0619,,,,
,13-WALK_T44-3.0,13,WALK_T44,3.0,42675109,,03,,just off scotchtown rd. past julie lynn dr.,Goshen,41.422740,-74.324010,Orange,071,Unnamed Tributary To Wallkill River,02020007,,,,3,1306-0061,H-139-13-20 thru 53,High gradient- hard bottom,Altered,1,125.8721,,,,
,13-WALK_T47-0.5,13,WALK_T47,0.5,1773,UNWK-01 (pre-2017),01,,stony ford rd. at bridge.,Wallkill,41.457500,-74.326940,Orange,071,Unnamed Tributary To Wallkill River,02020007,,,C,3,1306-0061,H-139-13-20 thru 53,,,,109.0675,,,,
,13-WALK_T50-0.1,13,WALK_T50,0.1,1864,MECH-01 (pre-2017),01,,east main st. (co. rte. 67) bridge.,Wallkill,41.440280,-74.364430,Orange,071,Unnamed Tributary To Wallkill River,02020007,,,C(T),3,1306-0061,H-139-13-20 thru 53,,,,110.5614,,,,
,13-WAPP-1.9,13,WAPP,1.9,,,,13051002,at creek rd. bridge.,Wappinger,41.598800,-73.925000,Dutchess,027,Wappingers Creek,02020008,,,C(T),3,1305-0012,H-101 (portion 1),,,,0,,,,
,13-WAPP-5.0,13,WAPP,5.0,1087,WAPP 03 ( pre 2002),05,13051005,100 m above jackson rd. bridge.,Wappinger,41.625560,-73.892500,Dutchess,027,Wappinger Creek,02020008,,,,3,1306-0061,H-139-13-20 thru 53,High gradient- hard bottom,Altered,,31.13311,,,,
,13-WAPP-10.7,13,WAPP,10.7,1736,,04,,100 m below rte. 55 bridge.,La Grange,41.683610,-73.866660,Dutchess,027,Wappinger Creek,02020008,,,B(T),3,1305-0013,H-101 (portion 3),,,,45.05104,,,,
,13-WAPP-11.9,13,WAPP,11.9,1086,WAPP 02 (pre 2002),04A,,100 m above de garmo rd. bridge.,La Grange,41.699440,-73.864720,Dutchess,027,Wappinger Creek,02020008,,,B(T),3,1305-0013,H-101 (portion 3),,,,48.45,,,,
,13-WAPP-15.9,13,WAPP,15.9,1735,,03,,behind town hall.,Pleasant Valley,41.741940,-73.828610,Dutchess,027,Wappinger Creek,02020008,,,B(T),3,1305-0013,H-101 (portion 3),,,,56.94769,,,,
,13-WAPP-21.8,13,WAPP,21.8,1085,WAPP 01 (pre 2002),02,,hibernia rd.,Pleasant Valley,41.803890,-73.782500,Dutchess,027,Wappinger Creek,02020008,,,B(TS),3,1305-0014,H-101 (portion 4),,,,71.92536,,,,
,13-WAPP-29.2,13,WAPP,29.2,1734,,01,,50 m above depot lane bridge.,Stanford,41.869170,-73.714150,Dutchess,027,Wappinger Creek,02020008,,,B(TS),3,1305-0014,H-101 (portion 4),,,,96.48893,,,,
,13-WAPP_E-0.1,13,WAPP_E,0.1,2937,WAPP-E1 (pre-2017),0.1,,10 m below hibernia rd. bridge.,Clinton,41.813570,-73.759000,Dutchess,027,East Branch Wappinger Creek,02020008,,,B,3,1305-0022,H-101-21,,,,76.95135,,,,
,13-WAPP_ET5-2.4,13,WAPP_ET5,2.4,42675047,UEWA-01 (pre-2017),2.4,,100 meters west off masten rd.,Pleasant Valley,41.765795,-73.771091,Dutchess,027,Unnamed Tributary To East Branch Wappinger Creek,02020008,,,B(T),3,1305-0022,H-101-21,,,,127.148,,,,
,13-WAPP_T1-0.1,13,WAPP_T1,0.1,3933,UWAP-01 (pre-2017),0.1,13052100,at creek rd. bridge.,Wappinger,41.593565,-73.926620,Dutchess,027,Unnamed Tributary To Wappinger Creek,02020008,,,C,3,1305-0012,H-101 (portion 1),,,,1.117719,,,,
,13-WAPP_T4-1.2,13,WAPP_T4,1.2,3929,TWAP-01 (pre-2017),1.2,,all angles rd. bridge.,Wappinger,41.622700,-73.874700,Dutchess,027,Unnamed Tributary To Wappinger Creek,02020008,,,C(T),3,1305-0016,H-101- 4,,,,42.32861,,,,
,13-WAWA-4.5,13,WAWA,4.5,1093,,07,13064205,15 m below ryerson rd. bridge.,Warwick,41.238330,-74.418040,Orange,071,Wawayanda Creek,02020007,,,C(T),3,1306-0079,H-139-13-61- 9,High gradient- hard bottom,Altered,,129.9914,,,,
,13-WAWA-5.2,13,WAWA,5.2,1092,,06,,at covered bridge rd. bridge.,Warwick,41.241670,-74.409710,Orange,071,Wawayanda Creek,02020007,,,C(T),3,1306-0079,H-139-13-61- 9,,,,139.0581,,,,
,13-WAWA-7.2,13,WAWA,7.2,1091,,04,,5 m below sanfordville rd. bridge.,Warwick,41.250830,-74.391110,Orange,071,Wawayanda Creek,02020007,,,C(T),3,1306-0079,H-139-13-61- 9,,,,152.1923,,,,
,13-WAWA-8.0,13,WAWA,8.0,1090,,03,,50 m below pelton rd. bridge. below stp.,Warwick,41.250830,-74.381110,Orange,071,Wawayanda Creek,02020007,,,C(T),3,1306-0079,H-139-13-61- 9,,,,151.8709,,,,
,13-WAWA-9.2,13,WAWA,9.2,1089,,01,,40 m above river st. bridge.,Warwick,41.253890,-74.366660,Orange,071,Wawayanda Creek,02020007,,,C(T),3,1306-0079,H-139-13-61- 9,,,,152.5525,,,,
,13-WAWA-11.8,13,WAWA,11.8,1088,,00,,2 m below wisner rd. bridge.,Warwick,41.269170,-74.327780,Orange,071,Wawayanda Creek,02020007,,,B(T),3,1306-0015,H-139-13-61- 9,,,,157.7537,,,,
,13-WAWA-13.3,13,WAWA,13.3,1094,,A,,above state school rd. bridge.,Warwick,41.278890,-74.305560,Orange,071,Wawayanda Creek,02020007,,,B(T),3,1306-0015,H-139-13-61- 9,,,,158.5554,,,,
,13-WAWA_T9-2.0,13,WAWA_T9,2.0,42674098,WWAWT-01 (pre-2017),02,,off wawayanda rd.,Warwick,41.223033,-74.395800,Orange,071,Unnamed Tributary To Waywayanda Creek,02020007,,,C(T),3,1306-0079,H-139-13-61- 9,,,,235.6188,,,,
,13-WBABK-2.7,13,WBABK,2.7,42673953,,00,,ingalls preserve. horse haven rd.,Stephentown,42.526535,-73.472550,Rensselaer,083,Black Brook,02020006,,,C(TS),4,1310-0022,H-204- 2,,,,273.5696,,,,
,13-WBCR-0.5,13,WBCR,0.5,42675110,,0.5,,at butlerville rd.,Somers,41.352210,-73.670670,Westchester,119,West Branch Croton,02030101,,,A(TS),3,1302-0092,H- 31-P44-23 (portion 1),High gradient- hard bottom,Altered,208.6514861,62.39404,,,,
,13-WBCR-5.7,13,WBCR,5.7,1324,,01,,200 m below rte. 6 outlet.,Carmel,41.411500,-73.692490,Putnam,079,West Branch Croton River,02030101,,,A(TS),3,1302-0093,H- 31-P44-23 (portion 3),,,,135.841,,,,
,13-WBCR-9.2,13,WBCR,9.2,1321,BOYD-01 (pre-2017),9.2,,20 m below rte. 301 bridge.,Kent,41.447220,-73.731940,Putnam,079,West Branch Croton River,02030101,,,A(T),3,1302-0094,H- 31-P44-23 (portion 5),,,,157.4321,,,,
,13-WBCR_T9-0.2,13,WBCR_T9,0.2,1326,RICD-01 (pre-2017),01,,5 m below richardsville rd.,Putnam Valley,41.459720,-73.793040,Putnam,079,Unnamed Tributary To West Branch Croton River-richardsville Trib,02030101,,,C,3,1302-0097,H- 31-P44-23 (portion 8)/P76j-,,,,248.5483,,,,
,13-WBLAG-0.4,13,WBLAG,0.4,42673957,WBLAG-01A (pre-2017),01A,,morris property.,Stephentown,42.540054,-73.403340,Rensselaer,083,Black River,02020006,,,C(TS),4,1310-0043,H-204- 2-36,,,,256.1498,,,,
,13-WBLAG-7.6,13,WBLAG,7.6,42673956,WBLAG-A (pre-2017),A,,capital district state wildlife management area. off miller rd.,Berlin,42.631938,-73.413562,Rensselaer,083,Black River,02020006,,,C,4,1310-0043,H-204- 2-36,,,,461.6934,,,,
,13-WBLKK-8.8,13,WBLKK,8.8,42673961,,00,,cr 202.,Guilderland,42.672700,-73.982590,Albany,001,Black Creek,02020006,,,C,4,1311-0024,H-221- 4-P270- 1- 1,,,,100.8264,,,,
,13-WBLKK-8.9,13,WBLKK,8.9,42674466,,T10,,cr 202. meadowdale rd.,Guilderland,42.673247,-73.981825,Albany,001,Black Creek,02020006,,,C,4,1311-0024,H-221- 4-P270- 1- 1,,,,100.4256,,,,
,13-WBLKK_T2-1.3,13,WBLKK_T2,1.3,42673960,,T,,sr 156.,New Scotland,42.659200,-73.996990,Albany,001,Unnamed Tributary To Black Creek,02020006,,,C(T),4,1311-0024,H-221- 4-P270- 1- 1,,,,121.7263,,,,
,13-WBOWR-1.8,13,WBOWR,1.8,42674536,,01,,above cr 20.,Durham,42.339700,-74.078400,Greene,039,Bowery Creek,02020006,,,C(TS),4,1309-0011,H-193,,,,170.1778,,,,
,13-WBVKL-6.5,13,WBVKL,6.5,42673965,,00,,downstream of augusta savage rd.,Saugerties,42.088442,-73.976816,Ulster,111,Beaver Kill,02020006,,,C,3,1309-0015,H-193- 2-12,,,,41.76335,,,,
,13-WCASP-7.8,13,WCASP,7.8,42673970,,00,,stop and shop in poughkeepsie.,Poughkeepsie,41.701136,-73.888620,Dutchess,027,Casper Creek,02020008,,,C,3,1301-0195,H-105,,,,44.33245,,,,
,13-WCASP_T1-0.5,13,WCASP_T1,0.5,42674537,WCASP-T,T,,access from sheafe rd. north of cobalt lake.,Poughkeepsie,41.625000,-73.942490,Dutchess,027,Unnamed Tributary To Casper Creek,02020008,,,C,3,1301-0195,H-105,,,,7.031012,,,,
,13-WCATS-39.0,13,WCATS,39.0,42674538,,00A,,mattice rd. bridge.,Broome,42.485000,-74.267690,Schoharie,095,Catskill Creek,02020006,,,C(TS),4,1309-0011,H-193,,,,309.6463,,,,
,13-WCATS-41.1,13,WCATS,41.1,42674539,,00AA,,off sr 145. opposite vaughn rd.,Broome,42.499600,-74.292300,Schoharie,095,Catskill Creek,02020006,,,C,4,1309-0011,H-193,,,,359.1354,,,,
,13-WCHEE-0.6,13,WCHEE,0.6,42674584,,01,,hartley rd.,Goshen,41.408600,-74.372990,Orange,071,Cheechunk Creek,02020007,,,C,3,1306-0061,H-139-13-20 thru 53,High gradient- hard bottom,Altered,,112.3726,,,,
,13-WCLAV-14.8,13,WCLAV,14.8,42673973,,01,,cashen farm.,Claverack,42.232497,-73.689750,Columbia,021,Claverack Creek,02020006,,,C(TS),4,1310-0048,H-204- 3,,,,59.21851,,,,
